userName,score,at,content
Dian Rusdiana,4,2023-10-25 08:20:06,Untuk pembayaran melalui qris sangat lama pendingnya. Tulisannya transaksi dalam proses terus.
Sri Wati (Ibu sriwati),5,2023-10-25 07:22:50,Its the best
FAHREEZANN,4,2023-10-25 06:51:41,Tolong tambah pembayaran internet tv kabel yg lain
Aditia Firmansyah,1,2023-10-25 05:29:00,"QRISnya ga bisa di gunakan, padahal sudah izin kamera di aplikasi"
Eki,1,2023-10-25 05:18:23,Baru bikin rekening secara online tapi isi formulir di pinta masukin nomer rekening
Mut Takin,5,2023-10-25 05:01:30,Mantapp
Muh farhan Rahman,5,2023-10-25 03:20:25,"Mantap BSI, buat KARTU ATM lewat BSI mobile tanpa harus ke Bank lagi. Dan Atm nya d krim langsung ke alamat. Dn smoga praktek di lapangan sesuai syariat. Tdk ada ribawi. Maju trus berantas riba!!!!"
Akira Muzakki,1,2023-10-25 02:35:50,Server sering bermasalah dan paling parah bayar akademik / institusi kadang bisa kadang kagak terdeteksi
Leha Zulaikha,1,2023-10-25 01:50:24,Pengen nangis .. Ga membantu bnget aplikasi ny sekarang. Masak gara gara pindah HP jdi eror bangettt. Bolak balik daftar lagi. Buruk
Muhammad Fathullah,1,2023-10-24 19:28:27,"qris lu ini kenapa sih dongo, malah ga bisa dibuka!! tiap mau penting ngelakui transaksi ada aja kendala nih bank"
Riyan Saputra,1,2023-10-24 16:43:03,"Mbanking kentang, gampang gangguan"
Arbiwiranata Ginting,1,2023-10-24 16:36:33,"Assalamualaikum.. kenapa tiba² App nya gak bisa di buka, padahal lagi penting untuk transaksi. Kalau kalian mau update boleh jangan ganggu login dan transaksi nggak ??? Mempersulit aja"
Lukman Hakim,1,2023-10-24 16:35:08,Sangat kecewa...sering bgt eerorrr parahhh..
m.nailul autar,2,2023-10-24 16:32:53,Koq aplikasi bsi mobile banking saya tidk bisa di buka
Fathiatur Rahmah,1,2023-10-24 16:30:57,Ga bisa dibuka aplikasinya
Purple Jiaa,2,2023-10-24 16:25:19,Aplikasinya error. Tidak bisa dibuka. Tolong segera diperbaiki
islam agamaku,1,2023-10-24 15:24:50,Aplikasi ya buruk saldo saya hilang sendiri
Alp Arslan,1,2023-10-24 12:57:19,"Debt kolektornya ngeri, padahal yg nagih perempuan"
Tengku Iqbal,1,2023-10-24 12:49:10,Parah updateannya
danang sadewo,5,2023-10-24 10:39:33,MAKASIH KAK DI SAAT SEMUA ORANG GA ADA YG INGET CUMAN BSI YG NGUCAPIN ULANG TAHUN MUNGKIN CUMAN HAL KECIL SIH TP ITU BERARTI BANGET BUAT SAYA ❤️
Sainah Sainah,1,2023-10-24 10:31:53,"BSI kenapa sih gangguan Mulu dah, gak ATM nya gak M banking nya, padahal lagi urgent bgt"
Slamet Riyadi,5,2023-10-24 10:28:31,Proses mudah dan transaksi aman
Two my now my now,5,2023-10-24 10:25:48,Good ...?.
Riyanda Maulana,1,2023-10-24 09:45:51,"Assalamu'alaikum warahmatullahi wabarakatuh, setelah update kenapa kaya gini ya min? Kecewa aja rasanya mau check isi saldo malah ngga bisa stack di lobby aja dari kemarin² , tolong lah min kalau update tuh makin lancar bukan kek gini, mending ngga update :')🙏🏻"
Good Nawaitu,2,2023-10-24 09:28:38,Notifikasi tidak selalu masuk. Jadi ql ada transaksi QRIS harus cek manual utk memastikan dana masuk.
Roni Alf4n,3,2023-10-24 08:55:17,Mau pengajuan pinjaman meni susah
Iin Nurhasanah,5,2023-10-24 08:26:49,Terimakasih
Razi Darmansyah,5,2023-10-24 08:02:35,Layanan yg berikan sangat membantu
Isna Berliany,1,2023-10-24 06:15:32,Saya sedang aktivasi dan kenapa lama sekali proses verifikasi nyaaa sudah dua hari loh. Harus nunggu berapa hari lagi. Tolong kerjasamanya
putri okta,1,2023-10-24 06:01:47,"Sebelum ganti hp qris bisa di gunakan, setelah ganti hp dengan menggunakan android versi terbaru malah qris tidak bisa di gunakan, sudah menghubungi pihak bsi dari email tapi tetap saja tidak ada perubahan. Memori internal masih banyak jaringan jg stabil tapi masih tidak bisa di gunakan."
Sari Pelita,5,2023-10-24 05:39:13,Sangat baik dan memuaskan
Refin Ibrahim,1,2023-10-24 04:36:25,udah dowload brapa kali tetep pas mau buka rekening gada sinyal terus padahal udah pake wifi tetep ga konek menu kebuka???? mau buka rekning jaringan gagal kan anehhh
Irsyad Unrika,1,2023-10-24 03:46:20,Hampir seminggu aplikasi BSI saya g bisa di buka..
Zelqeelka Ka,1,2023-10-24 01:30:32,"Tolong kembalikan bank konvensional di Aceh, payah pakai bank syariah transfer aja pakek bayar biaya transfer.. konvensional biaya gratis.. syariah apanya??? Judul aja syariah.. terpaksa pakai bank digital gara gara si syariah!!!"
Fatimah Hafizh,1,2023-10-23 23:25:30,Bsi kenapaaa ga bisa di bukaaa gagal loading terus
Andi Nur Abidin,5,2023-10-23 17:21:27,Aplikasi nya udh bagus dan fitur fiturnya lumayan lengkap namun transaksi Sering Ada kendala nyangkut Tolong min kedepan nya agar Lebih Lancar lagi aplikasi nya dan untug bug di hilangkn terimakasih
Ian,5,2023-10-23 12:43:57,Bagus sekali
ajit riyadi,1,2023-10-23 12:00:34,setelah update qris tidak bisa di gunakan....
Bayu Aji Pamungkas,1,2023-10-23 08:15:48,Daftar 2x gagal terus. Pas VC Udah diisi semua katanya belum.
Ireen Kim,1,2023-10-23 07:56:49,"qrisnya gk berfungsi,ribet, menu yg opsi yg di pilih apa fungsinya apa gajelas"
Iin Inati,5,2023-10-23 07:03:48,"Mantap, aplikasi bermanfaat"
Abdul Hamid Suhri,5,2023-10-23 06:09:23,gak bisa di akses gagal terus sistemnya payah hapus saja sekalian aplikasinya biar gak bikin emosi....pakek manual saja
ghina nor ain,1,2023-10-23 05:52:00,"teman saya transfer dari bank lain sukses, kenapa tidak masuk-masuk.. aplikasi dan chat online tidak membantu, malah di suruh langsung datang ke kantor"
abi,1,2023-10-23 05:37:35,"masuk ke aplikasi susah sidik jari ga bisa, password gabisa, bayarnya susah. semuanya susah. login apa lagi haduh banyak fitur tapi lambat sering error buat apa? pembayaran error terus apalagi top up sering gagal"
Nadhif Ariq,3,2023-10-23 03:23:16,"tolong ini aplikasi di fix bug nya, saya mau bayar qris malah ga bisa"" setiap di pencet qris muncul logo BSI ke home lagi, itu udah diperizinkan dari sistemnya untuk mengoperasikan foto atau video dll udah, tapi masih tetep aja"
Wawan Ridwan,1,2023-10-23 03:05:32,Saya mau aktivasi online pake vidio call malah dimatiin. Giliran mau nyoba daftar ulang nomornya udah kedaftar. Gak bisa buat daftar. Suruh masukin no rekening lagi... Di menu mau liat nomer rekening gak bisa.. 💔RUSAK
ADC Indonesia,5,2023-10-23 00:37:32,Sangat terimakasih kepada pengembang aplikasi BSI mobile mantap
Majid Sabillah,5,2023-10-22 21:46:45,Sangat baik dan memuaskan
Wawang Wawang,1,2023-10-22 18:52:09,Eror mulu
hasibuan nurazizah12,5,2023-10-22 16:58:58,Mantap
Bunga Ijo,5,2023-10-22 15:13:37,Bsi mobile bagus buat transaksi cepat. mohon di pertahankan kwalitas yang lebih baik kami suka
Gandjar GR,1,2023-10-22 13:01:41,Tulisannya terlalu kecil bagi yang sudah berumur. Tolong ditingkatkan.
Irvanrio,5,2023-10-22 11:10:50,Sangat membantu
faqih Rusyda,1,2023-10-22 10:08:10,Buat verifikasi OTP aja SMS nya telat minta nya kapan kirim nya kapan
andri sukmawan,1,2023-10-22 09:40:38,Assalamualaikum susah login data sdh sesuai dianggapnya gak benar
Muh Jamil,1,2023-10-22 06:51:48,OTP gak masuk bossss
RESIKO TV,5,2023-10-22 04:46:17,Sangat bagus
Ahmad Novel,5,2023-10-22 03:26:49,Bagus dalam pelayanan
Abu Kobong,5,2023-10-21 22:21:24,Bagus aplikasinya enak lah mempermudah
Bg Lis Toke,5,2023-10-21 16:53:08,Alhamdulillah udah ad bsi mobile..tarnsaksi LBH gampang..
Nofrida Wati,5,2023-10-21 16:48:04,Oke
Krisna Windrawan,3,2023-10-21 14:28:10,"saya update ke versi terbaru, tapi qris tidak bisa di gunakan, apakah memang sudah tidak ada layanan qris?"
Aziizu,2,2023-10-21 12:28:34,"Tampilan kurang enak dilihat, mutasi rekening tidak ditampilkan sisa saldonya setelah dipotong, Tidak ada penjumlahanya."
Ahmad Alif,1,2023-10-21 11:41:28,Qris sering eror
Karaeng Awing,5,2023-10-21 09:50:07,Oky
Dahlia Jensen,5,2023-10-21 09:44:02,"Aplikasi BSI ini the best.. Sangat membantu dalam transaksi, fiturnya sangat lengkap dan mudah digunakan.."
Light Bow,1,2023-10-21 09:38:47,Qris eror saya nanya solusi gak ada yang jawab Kurang kah duit saya
Rendy H. Permana,1,2023-10-21 09:36:43,Setelah update malah tidak bisa buka kamera untuk QRIS
rizki gendut,5,2023-10-21 09:09:04,Transfer gakperlu ke bang lewat hanphon bisa
Salma Sundya Retha,5,2023-10-21 08:39:31,"Aplikasi ini mampu mempermudah dan mengakses layanan pada bank dengan melalui aplikasi bsi mobile. Dalam hal transaksi adapun mentrasfer ke bank lain , pembayaran melaui vitual account , pembelian , info rekening , top up e-wallet."
Fathoniz Zakka,3,2023-10-21 06:48:17,Kamera QRIS ngak bisa kebuka hem
fakhrul azmi,5,2023-10-21 06:27:31,Good application
Queen Orisa,3,2023-10-21 06:09:35,"Katanya salah masukin password pdhal password gag ada yg ngubah, masak kudu uninstall n install ulang..hadeeewww"
Kridha Aribowo,5,2023-10-21 05:25:34,Memudahkan transaksi 👌
M Rifa'i,2,2023-10-21 05:23:03,"Sudah sering kali transfer dari bank lain gagal masuk sampai berhari-hari, padahal di bank pengirim sudah berhasil, kecewa dengan aplikasi mobile nya, jadi terganggu sekali"
Muhammad Rohim,2,2023-10-21 02:25:53,Sulittttttt
Abil Basamala wardana,1,2023-10-21 02:15:48,"apk ny bagus,sengaja gw kasi bintang satu karna gabut"
Saeful Anam,2,2023-10-21 01:56:35,app gk bisa di buka hmm bsi
Ariek Singgih Winoto,4,2023-10-21 00:45:54,Sering e ror
Wartono Lia,5,2023-10-20 18:45:01,Buka bsi slalu kehabisan waktu dehh
Mawan 2017,2,2023-10-20 16:43:20,Tdk bsa buka rekening
SYUKRIL HAMIDI,5,2023-10-20 15:33:34,Bsinet sulit masuk
Alisuwen Lembong,5,2023-10-20 15:03:08,Tolong dong admin nya. Dana saya hilang 100 ribu. Tolong di bantu.hilang secara tiba2
Riyad Aprialdi,1,2023-10-20 14:38:54,"Aplikasi mobile tidak bisa dibuka bukan karena masalah jaringan yah. Sebab, kalau buka aplikasi lain bisa bisa aja. Pas saya klik tuh aplikasi terus tiba tiba force close aja, alhasil saya susah untuk melakukan transaksi."
kicau mania,2,2023-10-20 13:39:20,Ni aplikasi bkin emosi mlu kren2 gtu HP pas aktif ati log in mdah skrng mlh gk bisa brgsek
Aldotama,1,2023-10-20 12:51:39,"Mau bikin rekening online ternyata harus ngisi pekerjaan nama perusahaan dan ribetnya lagi harus ngisi nomor telepon perusahaan. Yang penghasilan nya bukan dari perusahaan & tanpa ada nomor telepon nya, pengen nabung jadi ngga bisa buka rekening karena harus ngisi nomor telepon perusahaan. ???. Stack di step akhir."
makmur ina,5,2023-10-20 11:50:18,Thx apk sangat membantu
Taufiqul Hafiq,1,2023-10-20 11:28:35,BSI kenapa gak bisa di hapus dari ipon sedangakan saya udah menghapus nya
Umen,5,2023-10-20 11:06:49,"tolong support setor tunai via aplikasi dong, repot juga kalo lagi gk bawa kartu"
Tuan Muliadi,5,2023-10-20 10:45:07,Sang at membantu masyarakat Tampa dipengaruhi waktu Dan jarak siap pakai terimakasih BSI
Linanti Fikri,5,2023-10-20 08:46:29,BSI is the best
Teuku Muhammad Reza Katami,5,2023-10-20 08:41:20,Semakin mudah dalam melakukan transaksi
Fauzia Dedi,5,2023-10-20 07:19:18,Seru
Haris Ismed,3,2023-10-20 06:36:55,Aplikasi sering error.. Tolong di kondisi kan
Rasdisalam Massikki,1,2023-10-20 06:16:47,aplikasi eror gk mau terbuka
FERRY JUANDA,1,2023-10-20 05:21:15,"Tidak bisa login, selalu informasi kehabisan waktu"
huzaifah bangka 082178193559,5,2023-10-20 05:17:23,kenyamanan transaksi gak perlu ribet sangat membantu kami yang suka mobile
Riyan NRS,1,2023-10-20 03:46:34,Ini kenapa aplikasinya gak bisa di uninstall? Edit: apa hubungannya anjir uninstall apk sama jaringan data
Eka wahyuni,3,2023-10-20 02:10:21,"Susah buat verifikasi wajah sudah,videocall juga tapi di suruh untuk aktivasi lanjutan tidak bisa"
Reza Pahlevi,1,2023-10-20 01:49:08,bank terburuk yang pernah ada
HD -,1,2023-10-19 22:38:49,Saat buka aplikasi tidak bisa diklik apa-apa. Tolong diperbaiki
Kyuu Ga,1,2023-10-19 14:51:49,"Bsi ini banyak kali gangguan heran saya, sampai tak makan seharian saya di buat BSI ini, heran , mau tarik uang aja pasti selalu ada gangguan jaringan"
Bun Yamin,5,2023-10-19 12:29:03,keren ini bsi mobile.. membantu sekali setiap saat
Safrijals Atjeh,3,2023-10-19 12:09:32,Iya dengan ada nya apl ini smua nya jdi mudah trima ksih
Waluyo Waluyo,1,2023-10-19 11:59:35,"Makin kesi aplikasi makin gak jelas. Lemot, QRIS sering eror, banyak bugnya. Ini yang develop apa anak SMK? Menjengkelkan"
Hendri Yanto,3,2023-10-19 08:30:31,"Kok aplikasi nya pas dibuka keluar tulisan ""Permintaan Kehabisan waktu"" udah sering begini,, mohon penjelasannya min,,,"
A.REYHAN RIMBAWAN,1,2023-10-19 07:43:08,Mohon maaf ka ini kenapa gak bisa ke buka apk nya di dalam apk nya tertulis terjadi kesalahan saya lagi mau transfer ke rekining sodara saya ini mohon di perbaiki langsung dehh
Yusufputra Yusuf,5,2023-10-19 06:45:44,Aplikasi sngat membntu dlan bertransaksi setiap hariny cocok pkony
Salva K. Sava,1,2023-10-19 06:04:24,"Pelayanan customer service tidak responsif. Disebutkan bisa mengirim pengaduan lewat email, namun saat mengirim mengirim pesan pengaduan ujungnya diminta telfon 14040 atau datang ke cabang. Meribetkan sekali. Saya coba mengirim pengaduan lewat aplikasi juga malah diputus sepihak chatnya, padahal permasalahan belum terselesaikan. Kacau sekali pelayanannya😭"
Traseur Youssef,5,2023-10-19 05:19:40,sagat bagus... memudahkan pegiriman duit gak payah ke bsi
Adri Winarga,5,2023-10-19 04:49:39,Mantap
Rini S. Farm,1,2023-10-19 03:35:56,App kenapa susajh di hapus malahan bertambah bnyak kalau di hapus macam virus saja
Hann Akbar,1,2023-10-19 02:35:40,"untuk aktivasi wajah sangat susah padahal pencahayaan sudah bagus, sudah video call tetep gagal aktivasi nya mohon pihak bsi diperbaiki sistem nya"
Aan Handiyanto,1,2023-10-19 01:38:07,"Udah beberapa hari ini mau top up melakukan pembayaran gak bisa, harus mutasi dulu ini gmana ya? Lama2 ngecewain sih cuma bagus disyariahnya aja, pegawainya aja pd gk ramah, dimintain tolong judes, buat bsi diperbaiki lg pelayanannya jangan cari halalnya aja mksh 🙏, bank halal tp pelayanan buruk bg saya nambahin dosa aja, bikin emosi, maaf ini pengalaman saya aja sih 🙏"
Rodi Ilham,5,2023-10-19 00:35:59,Sangat Membantu. Terima Kasih BSI.
Buyung budi Aditya,1,2023-10-19 00:23:41,Verifikasi datanya lama banget saya sudah menunggu sekitar seminggu tapi masih aja di proses terus. Untuk kedepannya tolong verifikasi datanya agar dipercepat.
Purwansyah Puri,5,2023-10-18 22:39:54,Nice
Syarif Abdat,1,2023-10-18 21:08:15,Hancuur cara kerjany
Mardi Setiawan,2,2023-10-18 18:13:29,"Mohon buat pengembang BSI mobile. Untuk tampilan menu nenunya di buat tex aja, agar BSI mobile bisa akses juga buat tunanetrra, sebab 40% nasabah BSI adalah kaum disabilitas netra. Karna tampilan BSI mobile yang terbaru ini menu menunya gk bisa terbaca oleh pembaca layar tunanetra di hp mereka termasuk saya."
Hendri Aprizal,1,2023-10-18 17:02:24,Taksuka
sefulisasi,1,2023-10-18 16:39:09,"Apk eror tidak bisa diakses, tidak bisa cek saldo, transfer dll Padahal lagi urgent !!!!"
Bayu Prasetiawan,1,2023-10-18 15:48:47,"Bank ga jelas, mau aktifasi ulang ko ga bisa"
Tinto Karadin,2,2023-10-18 14:56:40,"Bisa dijelaskan kepada saya, mengapa ada saldo yang hilang sebesar Rp. 20 rb, dan tidak tercatat di mutasi??"
Muhtar Pko b,5,2023-10-18 14:54:26,Terimakasih bsi walau sering eror tapi bertanggung jawab atas keluh kesah nasabah nya dan cepat atas penanganan masalahnya
Aulia Rahman,1,2023-10-18 14:45:39,sering bgt gangguan
Udi Supriadi,5,2023-10-18 13:04:28,Bagus sangat
Infinix 123,1,2023-10-18 12:50:01,aplikasi aneh... setelah diklik seharusnya minta user dan password. lah ini malah langsung aja.
Fennando Matondang,1,2023-10-18 12:22:41,"Assalamualaikum... Lagi dan lagi aplikasi error tidak bisa dibuka, mohon segera ada perbaikan..."
fahmi Ulilalbab,1,2023-10-18 12:07:20,Apasihhh BSI ini sering banget arorrrrrrr tau gk kalao ada urusan penting??? 😡😡😡😡😡😡Malah erorrrrrr
Kyungiie Cimol,1,2023-10-18 12:06:29,"Setelah update, malah makin gk jelas. TopUp kgk bisa. Bayar listrik kgk bisa. Hadeeuh. Makin maless pake BSI."
Edimabhanikemenag,5,2023-10-18 11:25:00,"Baik sekali, tapi ketika digunakan ada kata yang meminta untuk di cek kembali saldo"
HWD Jr,5,2023-10-18 10:22:05,Mantap
Bayu Thirafi,1,2023-10-18 09:03:24,"Kasus BSI ini Aneh2 , top up saldo dana ga masuk lah, tarik tunai ga bisa lah , tapi semua ke potong saldo, nlpn lama bngt ngabisin pulsa yg cukup lumayan, mending ada feedback nya KOSONG"
Muhammad Aditya,1,2023-10-18 08:50:05,Parah Saldo saya tidak masuk ke rekening
Hendro Darusman,5,2023-10-18 06:34:08,Sangat baik
Puri Melati,1,2023-10-18 05:33:05,"sayang nya aplikasinya sring eror padahal yg ngirim uang udah sukses tapi uang blom masuk , saya sebagai pelaku umkm merasa di rugikan,"
Ikhsan Kurniawan,1,2023-10-18 05:30:21,"Mesin atm banyak yg rusak kalo gak kartu nya yang ketelen atau uang yang nyangkut dimesinya gak ada penyelesaian, dan pelayanan b aja cederung buruk, aslinya kapok pake bsi kapokkkkk bgt kalo ada lagi sistem syariah saya mau pindah aja untuk kedua kalinya uang saya gak keluar tapi saldo udah kepotong"
Bianca Lazuardi,1,2023-10-18 04:29:58,"Bank burik. Layanan terburuk, jaringan terburuk, kualitas terburuk. Suka nelan uang orang, begitu laporan kudu tunggu 14 hari kerja. Woiii ... Orang narik duit untuk di pake bukan buat di pajang doang. Ah, ampas! Tobat gua make ini bank. Rating 1 terlalu tinggi, 1/4 yang paling cocok."
Syafira Izzati Putri,3,2023-10-18 04:22:02,Request time out mulu
Irwan Mei rabuansyah,5,2023-10-18 04:17:54,Aplikasi nya cepat & lengkap
DM STUDIO,2,2023-10-18 03:45:44,"Sering banget gangguan,, gak bisa tf lah,, hadeuh.. Kayanya masih lebih nyaman dan lancar sebelum di gagung jadi BSI.. waktu gw masih pake BNI Syariah aman² aja.. Semoga lebih baik lagi.."
oyon mariyadi,5,2023-10-18 03:30:40,"Sangat berguna untuk cek, dan kirim uang melalui aplikasi BSI Mobile ini, Mohon lebih ditingkatkan lagi"
Ringga Syaputra,1,2023-10-18 02:49:25,Transaksi sering bermasalah Waktu transfer lama sekali
syifa friza,5,2023-10-18 02:20:56,Terimakasih uang saya telah dikembalikan 😃👍
Wahyu Ardians,1,2023-10-18 02:15:04,problem solving lama
bobaaa,1,2023-10-18 01:47:30,"Cashback promo 10.10 McDonald's gak masuk2, pas ditanyai lewat DM Instagram malah disuruh urus ke kantor👎🏽 promo bank teribet seantero jagat👎🏽"
Romi Al-Bantani,2,2023-10-18 01:41:20,"Per hari ini kenapa mau transfer gagal terus,,,,??"
Aditya Herllambang,1,2023-10-17 23:23:01,Notifikasi SMS pake tarif.?? Administrasi perbulan 10rb?
Setia Kawan,2,2023-10-17 22:41:48,"Top up e wallet, status berhasil tapi saldo gak masuk, pengaduan d prosesnya lama 5 hari, sumpah makin gak nyaman pake bsi"
burhann cavalera,1,2023-10-17 17:34:36,"Setelah update kagak bisa dibuka...hadeeeuhhh Tolong Admin diperbaiki kinerja BSI Mobile,kasian tuh nasabah..🙏🙏"
Bastian Bastian,5,2023-10-17 14:13:48,Apk sangat membantu utk mengetahui saldo
Yolanda Kartini,5,2023-10-17 13:48:55,Apliksi ini sangat bagus
Daniel andrehan,5,2023-10-17 13:46:24,Mudah seli selama ada aplikasi ini
Nazwa Maulidya Harahap,1,2023-10-17 11:17:31,"Top up dana gagal dan pengaduan bertele tele, perbaiki lah aplikasi ini"
Wahyu cg,1,2023-10-17 10:41:26,"Apakah bsi lagi eror ? Saya transfer uang dari ovo ke BSI blm masuk2 , padahal di ovo sudah ada tulisan transaksi berhasil , tapi saya cek daftar mutasi dan saldo di BSI masih Blm masuk"
Iwan Fernandes,5,2023-10-17 09:57:50,Mantap
Alwiyah Alatas,2,2023-10-17 09:02:51,Knp bsi saya tdk bisa di buka tiap tekan apk selalu kluar sendiri ada tulisanrc99rooted
Cut Ulya,1,2023-10-17 08:53:05,Transferan dari pengirim sudah tertera berhasil namun tidak masuk ke rekening saya
Salman afarizi,5,2023-10-17 08:47:12,Ok
Cut Nurmukamah Kamah,5,2023-10-17 07:12:03,"Saya suka bsi,memudahkan saya untuk transaksi apapun🥰🥰"
Lilis Tianah,5,2023-10-17 05:58:45,"Aplikasiny sdh sangat bagus, walaupun bank nya tergolong baru tapi fitur2nya sdh hampir sama dgn aplikasi mobile bank2 lain yg lebih senior, di tambah pada aplikasi ini jg ad fitur bersedekah jadi sangat membantu utk sy yg jarang pegang uang tunai."
